numeric_claim_id,section,line_or_table,exact_text,numeric_tokens,claim_class,frozen_authority,authority_key_or_row,display_transform,verification_status,notes
"QNUM0547","#### 4.2c RQ2c：无向派生结构视图","line 547","| Modularity | 0.7969220043681785 |","0.7969220043681785","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0548","#### 4.2c RQ2c：无向派生结构视图","line 548","| S4 sensitivity | community count 32--37；ARI<0.9: 42/50；min ARI=0.6823671359861659；min pairwise ARI=0.6092441840471735 |","32;-37;0.9;42;50;0.6823671359861659;0.6092441840471735","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0550","#### 4.2c RQ2c：无向派生结构视图","line 550","近似 betweenness 排序用于识别 structural brokerage candidates。当前 corrected top-five 为：ClickHouse/ClickHouse（betweenness=0.109604，community_id=0）; opensearch-project/OpenSearch（betweenness=0.090065，community_id=6）; apache/spark（betweenness=0.079806，community_id=3）; etcd-io/etcd（betweenness=0.078377，community_id=2）; risingwavelabs/risingwave（betweenness=0.076435，community_id=1）。该指标基于固定 500 个节点的 unweighted approximate-betweenness 抽样，只描述当前 LCC shortest-path structure 中的 bridge-like position；community IDs 只是 algorithmic labels，不表示项目重要性、知识流动或组织协调。","0.109604;0;0.090065;6;0.079806;3;0.078377;2;0.076435;1;500","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0552","#### 4.2c RQ2c：无向派生结构视图","line 552","**表 4.6f RQ2c structural brokerage candidates（前五）**","4.6","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0556","#### 4.2c RQ2c：无向派生结构视图","line 556","| ClickHouse/ClickHouse | 359 | 1,086.0 | 0.109604 | 0 |","359;1,086.0;0.109604;0","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0557","#### 4.2c RQ2c：无向派生结构视图","line 557","| opensearch-project/OpenSearch | 307 | 43,595.0 | 0.090065 | 6 |","307;43,595.0;0.090065;6","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0558","#### 4.2c RQ2c：无向派生结构视图","line 558","| apache/spark | 310 | 2,234.0 | 0.079806 | 3 |","310;2,234.0;0.079806;3","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0559","#### 4.2c RQ2c：无向派生结构视图","line 559","| etcd-io/etcd | 233 | 1,734.0 | 0.078377 | 2 |","233;1,734.0;0.078377;2","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0560","#### 4.2c RQ2c：无向派生结构视图","line 560","| risingwavelabs/risingwave | 317 | 2,037.0 | 0.076435 | 1 |","317;2,037.0;0.076435;1","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0562","#### 4.2c RQ2c：无向派生结构视图","line 562","S5 对 brokerage ranking 的稳定性提供辅助证据：minimum Spearman 为 0.9998339514284217，minimum top-50 overlap 为 0.82，robustness_alert=FALSE。这只说明在已测试 sampling settings 下排名高度稳定，不改变候选位置的弱语义边界。","0.9998339514284217;50;0.82","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json;supplemental/reference_quotient_v2/outputs_p0v3/S4_community_stability/louvain_stability_summary.json","nodes;undirected_edges;components;isolates;lcc_nodes;lcc_edges;lcc_coverage;average_clustering_lcc;transitivity_lcc;algorithmic_communities;modularity;random_seed","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0565","### 4.3 RQ3：DBMS 子领域差异的局部性与非均质性","line 565","### 4.3 RQ3：DBMS 子领域差异的局部性与非均质性","4.3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0567","### 4.3 RQ3：DBMS 子领域差异的局部性与非均质性","line 567","本节使用 rq3_seed_role_aware_features.csv、rq3_subdomain_descriptive_comparison.csv 和 rq3_kruskal_fdr_effect_sizes.csv 回答 RQ3。分析同时报告 include_mixed 与 exclude_mixed_or_multilabel 两种标签口径：前者允许一个项目进入多个 category group，因此 n_with_replacement 可大于 294；后者只保留单一标签项目。Kruskal-Wallis 检验均报告 H、raw p、epsilon-squared、FDR p、reject flag 和 test_status，不添加新的检验。","294","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0569","#### 4.3.1 Reference composition 的子领域比较","line 569","#### 4.3.1 Reference composition 的子领域比较","4.3;1","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0570","#### 4.3.1 Reference composition 的子领域比较","line 570","include_mixed 描述统计显示，不同 category 的 external-reference share 中位数存在一定范围差异；例如 Object Oriented 为 50.59%、Search Engine 为 64.03%，但这些只是 descriptive differences。Reference composition 的四项指标在 include_mixed 下均未通过 FDR，在 exclude_mixed_or_multilabel 下也均未通过 FDR。","50.59%;64.03%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0572","#### 4.3.1 Reference composition 的子领域比较","line 572","**表 4.7 主要子领域的 Reference composition 描述统计（include_mixed）**","4.7","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0576","#### 4.3.1 Reference composition 的子领域比较","line 576","| Document | 79 | 44.44% | 55.56% | 20.00% |","79;44.44%;55.56%;20.00%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0577","#### 4.3.1 Reference composition 的子领域比较","line 577","| Graph | 26 | 39.88% | 60.12% | 31.52% |","26;39.88%;60.12%;31.52%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0578","#### 4.3.1 Reference composition 的子领域比较","line 578","| Key-value | 76 | 37.50% | 62.50% | 28.05% |","76;37.50%;62.50%;28.05%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0579","#### 4.3.1 Reference composition 的子领域比较","line 579","| Object Oriented | 19 | 49.41% | 50.59% | 29.41% |","19;49.41%;50.59%;29.41%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0580","#### 4.3.1 Reference composition 的子领域比较","line 580","| RDF | 8 | 41.41% | 58.59% | 25.50% |","8;41.41%;58.59%;25.50%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0581","#### 4.3.1 Reference composition 的子领域比较","line 581","| Relational | 100 | 40.42% | 59.58% | 30.78% |","100;40.42%;59.58%;30.78%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0582","#### 4.3.1 Reference composition 的子领域比较","line 582","| Search Engine | 9 | 35.97% | 64.03% | 23.94% |","9;35.97%;64.03%;23.94%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0583","#### 4.3.1 Reference composition 的子领域比较","line 583","| Time Series | 21 | 41.02% | 58.98% | 30.10% |","21;41.02%;58.98%;30.10%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0584","#### 4.3.1 Reference composition 的子领域比较","line 584","| Vector | 14 | 45.22% | 54.78% | 17.75% |","14;45.22%;54.78%;17.75%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0585","#### 4.3.1 Reference composition 的子领域比较","line 585","| Wide column | 11 | 42.58% | 57.42% | 29.93% |","11;42.58%;57.42%;29.93%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0589","#### 4.3.2 RefQ role 与局部结构指标","line 589","#### 4.3.2 RefQ role 与局部结构指标","4.3;2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0590","#### 4.3.2 RefQ role 与局部结构指标","line 590","include_mixed 口径下通过 FDR 的 feature 为 out_degree、out_strength、in_degree、in_strength、local_clustering、project_age_years_at_2023_end；exclude_mixed_or_multilabel 口径下通过 FDR 的 feature 为 无。因此，若干 RefQ role、local-structure 和 project-age features 仅在 include_mixed 下达到阈值，结果具有 label-mode sensitivity，不支持跨标签处理口径稳健的全局断言。","2023","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0592","#### 4.3.2 RefQ role 与局部结构指标","line 592","**表 4.8 RQ3 Kruskal-Wallis、FDR 与效应量明细**","4.8","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0596","#### 4.3.2 RefQ role 与局部结构指标","line 596","| self_reference_ratio | 5.779543178400504 | 0.761763708354171 | 0.761763708354171 | 0.0 | 3.7751647764511973 | 0.7070716098327563 | 0.7070716098327563 | 0.0 | computed | Not supported |","5.779543178400504;0.761763708354171;0.0;3.7751647764511973;0.7070716098327563","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv;outputs/reference_quotient_p0_corrected_v3/rq3_kruskal_fdr_effect_sizes.csv","category_label;sample_n;feature;label_mode;kruskal_h;p_value;fdr_bh_p_value;epsilon_squared;fdr_bh_reject_0_05","EXACT;ROUND_16","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
